Wavelength [um],Blue,Green,Red,Red Edge,NIR
0.56400001,3.79E-07,0.951676766,7.68E-07,1.58E-07,5.99E-06
0.56450001,3.52E-07,0.952386572,6.65E-07,1.61E-07,6.45E-06
0.56500001,3.25E-07,0.953087388,5.84E-07,1.63E-07,6.96E-06
0.56550001,3.07E-07,0.954179431,5.46E-07,1.61E-07,7.62E-06
0.56600001,2.93E-07,0.95545444,5.20E-07,1.59E-07,8.35E-06
0.56650001,2.89E-07,0.957516896,5.23E-07,1.56E-07,9.34E-06
0.56700001,2.90E-07,0.95975767,5.35E-07,1.53E-07,1.04E-05
0.56750001,3.06E-07,0.962360543,5.75E-07,1.55E-07,1.19E-05
0.56800001,3.28E-07,0.965009931,6.25E-07,1.58E-07,1.36E-05
0.56850001,3.73E-07,0.967642524,7.16E-07,1.68E-07,1.59E-05
0.56900001,4.32E-07,0.970180086,8.25E-07,1.81E-07,1.87E-05
0.56950001,5.52E-07,0.972263008,1.00E-06,2.09E-07,2.30E-05
0.57000001,7.05E-07,0.974156136,1.21E-06,2.42E-07,2.85E-05
0.57050001,1.00E-06,0.975635024,1.54E-06,3.04E-07,3.90E-05
0.57100001,1.61E-06,0.976790787,1.91E-06,3.75E-07,5.16E-05
0.57150001,4.03E-06,0.976653379,2.48E-06,4.79E-07,7.21E-05
0.57200001,7.74E-06,0.976222914,3.14E-06,5.76E-07,0.00013047
0.57250001,1.76E-05,0.975394474,4.09E-06,5.86E-07,0.000420483
0.57300001,2.56E-05,0.974546731,5.17E-06,5.70E-07,0.00071669
0.57350001,1.51E-05,0.974062065,6.69E-06,4.74E-07,0.00080621
0.57400001,3.25E-06,0.973808653,8.68E-06,3.70E-07,0.000811091
0.57450001,1.47E-06,0.974705419,1.31E-05,3.01E-07,0.000486172
0.57500001,1.28E-06,0.976042721,1.67E-05,2.43E-07,0.000149604
0.57550001,1.03E-06,0.979035148,1.25E-05,2.12E-07,8.35E-05
0.57600001,7.93E-07,0.982281029,4.72E-05,1.89E-07,6.15E-05
0.57650001,6.97E-07,0.985466145,0.000336931,1.80E-07,4.77E-05
0.57700001,6.32E-07,0.988520744,0.000603112,1.75E-07,3.58E-05
0.57750001,6.11E-07,0.990811642,0.000453051,1.81E-07,2.97E-05
0.57800001,6.02E-07,0.992729618,0.000249453,1.90E-07,2.48E-05
0.57850001,6.27E-07,0.993081544,0.000132605,2.10E-07,2.15E-05
0.57900001,6.63E-07,0.992833983,4.10E-05,2.32E-07,1.87E-05
0.57950001,7.38E-07,0.990471762,2.39E-05,2.57E-07,1.66E-05
0.58000001,8.30E-07,0.987710222,1.89E-05,2.79E-07,1.47E-05
0.58050001,9.87E-07,0.984817409,1.56E-05,2.79E-07,1.32E-05
0.58100001,1.18E-06,0.982308567,1.28E-05,2.73E-07,1.17E-05
0.58150001,1.50E-06,0.982633588,1.17E-05,2.44E-07,1.05E-05
0.58200001,1.89E-06,0.983845406,1.09E-05,2.12E-07,9.32E-06
0.58250001,2.56E-06,0.987937155,1.08E-05,1.83E-07,8.39E-06
0.58300001,3.39E-06,0.992438312,1.10E-05,1.56E-07,7.52E-06
0.58350001,4.90E-06,0.996663269,1.17E-05,1.38E-07,6.85E-06
0.58400001,6.75E-06,1,1.26E-05,1.24E-07,6.23E-06
0.58450001,1.00E-05,0.997985181,1.45E-05,1.16E-07,5.77E-06
0.58500001,1.37E-05,0.994289347,1.67E-05,1.11E-07,5.37E-06
0.58550001,1.83E-05,0.985358131,2.07E-05,1.12E-07,5.09E-06
0.58600001,2.27E-05,0.976274261,2.58E-05,1.15E-07,4.84E-06
0.58650001,2.42E-05,0.97158441,3.68E-05,1.25E-07,4.71E-06
0.58700001,2.48E-05,0.97046016,4.88E-05,1.39E-07,4.61E-06
0.58750001,2.23E-05,0.987441583,6.28E-05,1.65E-07,4.60E-06
0.58800001,1.93E-05,0.999419509,0.000133333,1.96E-07,4.63E-06
0.58850001,1.62E-05,0.96117241,0.00056074,2.40E-07,4.75E-06
0.58900001,1.32E-05,0.889763672,0.001038724,3.39E-07,4.91E-06
0.58950001,1.10E-05,0.659425141,0.001469312,7.56E-07,5.17E-06
0.59000001,9.00E-06,0.417020645,0.001733569,7.80E-07,5.47E-06
0.59050002,7.65E-06,0.258690972,0.000989386,1.91E-06,5.89E-06
0.59100002,6.46E-06,0.126397554,0.000192158,3.03E-06,6.36E-06
0.59150002,5.67E-06,0.074770788,7.98E-05,5.86E-05,6.99E-06
0.59200002,4.97E-06,0.039156626,7.46E-05,0.000107777,7.68E-06
0.59250002,4.51E-06,0.024425035,5.87E-05,6.48E-05,8.57E-06
0.59300002,4.10E-06,0.013874121,4.22E-05,1.38E-05,9.53E-06
0.59350002,3.81E-06,0.009098732,3.45E-05,5.41E-06,1.08E-05
0.59400002,3.56E-06,0.005518394,2.86E-05,3.86E-06,1.21E-05
0.59450002,3.38E-06,0.003776742,2.47E-05,3.03E-06,1.37E-05
0.59500002,3.21E-06,0.002425089,2.14E-05,2.35E-06,1.54E-05
0.59550002,3.08E-06,0.001717324,1.93E-05,2.02E-06,1.75E-05
0.59600002,2.95E-06,0.00115075,1.73E-05,1.75E-06,1.98E-05
0.59650002,2.84E-06,0.000838129,1.59E-05,1.52E-06,2.27E-05
0.59700002,2.73E-06,0.000582492,1.47E-05,1.29E-06,2.60E-05
0.59750002,2.62E-06,0.000435027,1.38E-05,1.09E-06,3.04E-05
0.59800002,2.51E-06,0.000312263,1.30E-05,9.00E-07,3.54E-05
0.59850002,2.40E-06,0.000238226,1.24E-05,7.65E-07,4.28E-05
0.59900002,2.29E-06,0.000175621,1.19E-05,6.46E-07,5.14E-05
0.59950002,2.19E-06,0.000136878,1.16E-05,5.69E-07,6.54E-05
0.60000002,2.10E-06,0.000103713,1.12E-05,5.03E-07,8.27E-05
0.60050002,2.02E-06,8.21E-05,1.11E-05,4.68E-07,0.00011564
0.60100002,1.94E-06,6.33E-05,1.10E-05,4.40E-07,0.000156794
0.60150002,1.89E-06,5.10E-05,1.10E-05,4.33E-07,0.000235835
0.60200002,1.84E-06,4.02E-05,1.10E-05,4.33E-07,0.000399091
0.60250002,1.82E-06,3.28E-05,1.12E-05,4.55E-07,0.001058121
0.60300002,1.81E-06,2.63E-05,1.14E-05,4.84E-07,0.001854207
0.60350002,1.81E-06,2.18E-05,1.18E-05,5.45E-07,0.003014249
0.60400002,1.83E-06,1.77E-05,1.21E-05,6.15E-07,0.003866936
0.60450002,1.87E-06,1.49E-05,1.26E-05,7.21E-07,0.002413365
0.60500002,1.93E-06,1.23E-05,1.31E-05,8.95E-07,0.000796278
0.60550002,2.02E-06,1.04E-05,1.38E-05,1.46E-06,0.000455095
0.60600002,2.14E-06,8.70E-06,1.46E-05,1.54E-06,0.000325096
0.60650002,2.31E-06,7.45E-06,1.55E-05,2.35E-06,0.000249461
0.60700002,2.50E-06,6.32E-06,1.65E-05,3.16E-06,0.000186667
0.60750002,2.79E-06,5.47E-06,1.78E-05,6.15E-05,0.00015407
0.60800002,3.12E-06,4.69E-06,1.92E-05,8.42E-06,0.000127759
0.60850002,3.61E-06,4.09E-06,2.09E-05,2.34E-05,0.00011118
0.60900002,4.17E-06,3.54E-06,2.27E-05,3.85E-05,9.68E-05
0.60950002,5.02E-06,3.12E-06,2.51E-05,0.011655579,8.70E-05
0.61000002,6.01E-06,2.74E-06,2.76E-05,0.021784666,7.83E-05
0.61050002,7.58E-06,2.43E-06,3.07E-05,0.011670075,7.21E-05
0.61100002,9.42E-06,2.15E-06,3.41E-05,4.84E-05,6.67E-05
0.61150002,1.25E-05,1.92E-06,3.84E-05,2.96E-05,6.29E-05
0.61200002,1.61E-05,1.71E-06,4.30E-05,1.07E-05,5.96E-05
0.61250002,2.24E-05,1.55E-06,4.89E-05,6.31E-05,5.77E-05
0.61300002,3.00E-05,1.40E-06,5.53E-05,4.20E-06,5.61E-05
0.61350002,4.32E-05,1.27E-06,6.37E-05,3.19E-06,5.56E-05
0.61400002,5.86E-05,1.15E-06,7.29E-05,2.17E-06,5.55E-05
0.61450002,8.18E-05,1.06E-06,8.50E-05,2.00E-06,5.67E-05
0.61500002,0.000106077,9.72E-07,9.83E-05,1.35E-06,5.82E-05
0.61550002,0.000128486,8.99E-07,0.0001158,1.12E-06,6.11E-05
0.61600002,0.000147977,8.31E-07,0.000135161,9.72E-07,6.46E-05
0.61650002,0.000150734,7.75E-07,0.000161653,8.75E-07,7.00E-05
0.61700002,0.000149346,7.22E-07,0.000191006,7.92E-07,7.61E-05
0.61750002,0.000138451,6.79E-07,0.000231231,7.52E-07,8.49E-05
0.61800002,0.000126014,6.38E-07,0.000276157,7.25E-07,9.49E-05
0.61850002,0.00011334,6.05E-07,0.000339803,7.26E-07,0.000108725
0.61900002,0.000101042,5.73E-07,0.000411361,7.38E-07,0.000124336
0.61950002,9.14E-05,5.47E-07,0.000514007,7.79E-07,0.000146995
0.62000002,8.26E-05,5.23E-07,0.000630512,8.31E-07,0.000172358
0.62050002,7.67E-05,5.04E-07,0.000802997,9.22E-07,0.000207618
0.62100002,7.16E-05,4.86E-07,0.000999842,1.03E-06,0.000247584
0.62150002,6.92E-05,4.71E-07,0.001293505,1.21E-06,0.000307148
0.62200002,6.76E-05,4.59E-07,0.001632767,1.43E-06,0.000376224
0.62250002,6.86E-05,4.49E-07,0.002161635,1.76E-06,0.000485528
0.62300002,7.05E-05,4.41E-07,0.002779597,2.15E-06,0.00061781
0.62350002,7.52E-05,4.35E-07,0.003768326,2.79E-06,0.000855098
0.62400002,8.08E-05,4.30E-07,0.004938894,3.54E-06,0.001166201
0.62450002,8.94E-05,4.29E-07,0.006883587,4.74E-06,0.001836283
0.62500002,9.86E-05,4.29E-07,0.00922285,6.10E-06,0.002509308
0.62550002,0.000108205,4.33E-07,0.013275057,8.05E-06,0.002831307
0.62600002,0.000116932,4.37E-07,0.018228213,1.02E-05,0.002949615
0.62650002,0.000119246,4.46E-07,0.027153734,1.28E-05,0.002128887
0.62700002,0.000119306,4.57E-07,0.038291788,1.57E-05,0.001235247
0.62750002,0.000111505,4.74E-07,0.059430603,1.90E-05,0.000830639
0.62800002,0.000102309,4.93E-07,0.086049379,2.31E-05,0.00052878
0.62850002,9.22E-05,5.19E-07,0.137267759,3.11E-05,0.000388738
0.62900002,8.25E-05,5.49E-07,0.200258781,3.83E-05,0.000281792
0.62950002,7.56E-05,5.92E-07,0.312692408,3.83E-05,0.00022469
0.63000002,6.97E-05,6.40E-07,0.436666231,9.39E-05,0.000178441
0.63050002,6.69E-05,7.09E-07,0.58286432,0.000507615,0.000151888
0.63100002,6.49E-05,7.87E-07,0.722687152,0.00089646,0.000129795
0.63150002,6.60E-05,9.05E-07,0.798357397,0.000763745,0.000116584
0.63200002,6.80E-05,1.04E-06,0.856112718,0.000543557,0.00010551
0.63250002,7.34E-05,1.26E-06,0.864077634,0.000295611,9.92E-05
0.63300002,8.03E-05,1.53E-06,0.86338481,7.26E-05,9.43E-05
0.63350002,9.26E-05,1.97E-06,0.857637746,3.64E-05,9.26E-05
0.63400002,0.000107197,2.61E-06,0.852020764,2.99E-05,9.20E-05
0.63450002,0.000131357,4.37E-06,0.852250573,2.39E-05,9.42E-05
0.63500002,0.000159437,5.93E-06,0.853954754,1.85E-05,9.75E-05
0.63550002,0.000202604,5.47E-06,0.859115854,1.61E-05,0.000103904
0.63600002,0.00024918,2.76E-05,0.864820825,1.45E-05,0.000111642
0.63650002,0.000301808,0.000194364,0.870452993,1.38E-05,0.000124325
0.63700002,0.000350769,0.000337653,0.875746768,1.35E-05,0.000138835
0.63750002,0.000369955,0.000186425,0.878893038,1.39E-05,0.000159855
0.63800002,0.000379642,1.31E-05,0.881382775,1.46E-05,0.000183816
0.63850002,0.000358875,8.51E-06,0.881771245,1.63E-05,0.000219699
0.63900002,0.000332841,3.95E-06,0.881753057,1.84E-05,0.000260267
0.63950002,0.000304063,3.50E-06,0.88110613,2.23E-05,0.0003182
0.64000002,0.000275622,1.93E-06,0.880558982,2.69E-05,0.000383118
0.64050002,0.000252147,1.47E-06,0.880904592,3.34E-05,0.000474155
0.64100002,0.000229867,1.19E-06,0.881566789,4.76E-05,0.000574948
0.64150002,0.000210345,9.96E-07,0.882965575,0.000107272,0.000710005
0.64200002,0.000191684,8.30E-07,0.884623722,0.00011043,0.000858565
0.64250002,0.000175942,7.28E-07,0.887023968,0.000275697,0.001056225
0.64300002,0.000161082,6.41E-07,0.889612512,0.000441561,0.001265571
0.64350002,0.000149085,5.82E-07,0.892562056,0.008484833,0.001495943
0.64400002,0.000138115,5.31E-07,0.895578909,0.015534888,0.001693543
0.64450002,0.000130947,4.96E-07,0.898604686,0.00879758,0.001658104
0.64500002,0.000125071,4.66E-07,0.90158989,0.000949924,0.001550962
0.64550002,0.000123674,4.45E-07,0.904267327,6.78E-05,0.00122472
0.64600002,0.000123741,4.28E-07,0.906715535,0.000257407,0.000879608
0.64650002,0.00012864,4.17E-07,0.907990347,0.000208682,0.00064028
0.64700002,0.000135416,4.08E-07,0.909099111,0.000127315,0.000432309
0.64750002,0.0001492,4.05E-07,0.910320826,9.76E-05,0.00031997
0.64800002,0.000164828,4.04E-07,0.911503708,7.71E-05,0.000228759
0.64850002,0.000184894,4.06E-07,0.912291858,6.34E-05,0.000177303
0.64900002,0.000203674,4.10E-07,0.913028498,5.12E-05,0.000134746
0.64950002,0.000209531,4.16E-07,0.91376698,4.31E-05,0.000109667
0.65000002,0.000209608,4.24E-07,0.914666307,3.59E-05,8.85E-05
0.65050002,0.000185936,4.34E-07,0.916402205,3.09E-05,7.52E-05
0.65100002,0.000158385,4.45E-07,0.918362812,2.64E-05,6.37E-05
0.65150002,0.000130421,4.59E-07,0.920710319,2.33E-05,5.62E-05
0.65200002,0.000103762,4.74E-07,0.923127338,2.05E-05,4.96E-05
0.65250002,8.61E-05,4.90E-07,0.925505659,1.85E-05,4.53E-05
0.65300002,7.09E-05,5.07E-07,0.927956051,1.67E-05,4.15E-05
0.65350002,6.17E-05,5.26E-07,0.93085765,1.55E-05,3.91E-05
0.65400002,5.39E-05,5.45E-07,0.933766654,1.44E-05,3.70E-05
0.65450002,4.94E-05,5.68E-07,0.936236343,1.37E-05,3.58E-05
0.65500002,4.56E-05,5.91E-07,0.938647458,1.31E-05,3.48E-05
0.65550002,4.35E-05,6.18E-07,0.941119058,1.28E-05,3.45E-05
0.65600002,4.18E-05,6.46E-07,0.943533431,1.25E-05,3.44E-05
0.65650002,4.05E-05,6.80E-07,0.945523061,1.24E-05,3.48E-05
0.65700002,3.91E-05,7.17E-07,0.947448946,1.24E-05,3.54E-05
0.65750002,3.68E-05,7.63E-07,0.949424482,1.25E-05,3.64E-05
0.65800002,3.42E-05,8.13E-07,0.951322642,1.27E-05,3.76E-05
0.65850002,3.03E-05,8.79E-07,0.952745093,1.31E-05,3.91E-05
0.65900002,2.62E-05,9.51E-07,0.954129819,1.36E-05,4.07E-05
0.65950002,2.22E-05,1.05E-06,0.955910677,1.41E-05,4.24E-05
0.66000002,1.82E-05,1.15E-06,0.957684931,1.48E-05,4.41E-05
0.66050002,1.51E-05,1.31E-06,0.959361386,1.56E-05,4.57E-05
0.66100002,1.23E-05,1.48E-06,0.960887438,1.65E-05,4.72E-05
0.66150002,1.03E-05,1.73E-06,0.961905517,1.75E-05,4.84E-05
0.66200002,8.62E-06,2.02E-06,0.962891962,1.86E-05,4.95E-05
0.66250002,7.47E-06,2.47E-06,0.96434173,1.99E-05,5.03E-05
0.66300002,6.46E-06,3.01E-06,0.965775442,2.13E-05,5.10E-05
0.66350002,5.80E-06,3.92E-06,0.966709131,2.30E-05,5.17E-05
0.66400002,5.22E-06,5.05E-06,0.967629103,2.48E-05,5.24E-05
0.66450002,4.86E-06,7.18E-06,0.969003763,2.68E-05,5.34E-05
0.66500002,4.56E-06,1.00E-05,0.97044285,2.89E-05,5.45E-05
0.66550002,4.42E-06,1.65E-05,0.971850729,3.14E-05,5.64E-05
0.66600002,4.32E-06,2.55E-05,0.973240387,3.41E-05,5.87E-05
0.66650002,4.36E-06,4.74E-05,0.974568211,3.73E-05,6.21E-05
0.66700002,4.44E-06,6.70E-05,0.976016238,4.07E-05,6.62E-05
0.66750002,4.69E-06,5.98E-05,0.978319862,4.48E-05,7.26E-05
0.66800002,5.00E-06,4.79E-05,0.98074321,4.92E-05,8.00E-05
0.66850002,5.55E-06,3.38E-05,0.983115389,5.45E-05,9.17E-05
0.66900002,6.21E-06,2.07E-05,0.985387652,6.02E-05,0.000105449
0.66950002,7.34E-06,1.53E-05,0.98720649,6.73E-05,0.000128183
0.67000002,8.71E-06,1.14E-05,0.988832407,7.50E-05,0.000155492
0.67050002,1.11E-05,9.39E-06,0.990012251,8.44E-05,0.000202836
0.67100002,1.42E-05,7.74E-06,0.990937308,9.46E-05,0.000268624
0.67150002,2.15E-05,6.78E-06,0.99102156,0.000107477,0.000430666
0.67200002,2.94E-05,5.98E-06,0.990821558,0.000121419,0.000601191
0.67250002,3.79E-05,5.49E-06,0.989813427,0.000139527,0.000750108
0.67300002,9.45E-05,5.08E-06,0.988588657,0.000159146,0.002311544
0.67350002,0.000453462,4.82E-06,0.986883965,0.000184044,0.012793112
0.67400002,0.000774557,4.59E-06,0.985287498,0.000211212,0.021865136
0.67450002,0.000553291,4.44E-06,0.984911142,0.000247313,0.013001528
0.67500002,0.000272203,4.31E-06,0.984976029,0.000286854,0.002658742
0.67550002,0.000156354,4.22E-06,0.986646171,0.00033901,0.001034647
0.67600002,7.59E-05,4.14E-06,0.988683437,0.000396372,0.000800174
0.67650002,5.33E-05,4.07E-06,0.991467752,0.000473774,0.00058651
0.67700002,4.06E-05,4.01E-06,0.994382591,0.000559315,0.000388993
0.67750002,3.42E-05,3.95E-06,0.997422479,0.000675925,0.000296628
0.67800002,2.92E-05,3.88E-06,1,0.000805531,0.000224815
0.67850002,2.66E-05,3.82E-06,0.999645466,0.000985829,0.000178397
0.67900002,2.46E-05,3.75E-06,0.998296485,0.001187386,0.000137903
0.67950002,2.32E-05,3.69E-06,0.993911011,0.001472403,0.000110075
0.68000002,2.19E-05,3.63E-06,0.988989907,0.001792901,8.54E-05
0.68050002,2.03E-05,3.59E-06,0.984475853,0.002254976,6.83E-05
0.68100002,1.87E-05,3.56E-06,0.980946283,0.002776749,5.32E-05
0.68150002,1.66E-05,3.55E-06,0.983962181,0.003537357,4.28E-05
0.68200002,1.45E-05,3.56E-06,0.988739623,0.004404357,3.36E-05
0.68250002,1.23E-05,3.62E-06,0.998285975,0.005710338,2.75E-05
0.68300002,1.02E-05,3.69E-06,0.999371841,0.007216821,2.20E-05
0.68350002,8.56E-06,3.83E-06,0.942091939,0.009561511,1.83E-05
0.68400002,7.05E-06,3.98E-06,0.858360514,0.012275905,1.50E-05
0.68450002,5.97E-06,4.22E-06,0.665670825,0.016507416,1.26E-05
0.68500002,5.01E-06,4.50E-06,0.463426766,0.021467886,1.06E-05
0.68550002,4.34E-06,4.93E-06,0.309020916,0.029554273,9.13E-06
0.68600002,3.74E-06,5.41E-06,0.1736559,0.039125424,7.83E-06
0.68650002,3.34E-06,6.12E-06,0.110236461,0.055024781,6.89E-06
0.68700002,2.98E-06,6.92E-06,0.062307295,0.073907087,6.04E-06
0.68750002,2.73E-06,8.10E-06,0.040446497,0.105450728,5.42E-06
0.68800002,2.51E-06,9.45E-06,0.024033892,0.142805359,4.86E-06
0.68850002,2.37E-06,1.15E-05,0.016172134,0.204469964,4.44E-06
0.68900002,2.25E-06,1.37E-05,0.010123278,0.27521301,4.06E-06
0.68950002,2.19E-06,1.66E-05,0.007043015,0.379349932,3.78E-06
0.69000002,2.14E-06,1.95E-05,0.004607387,0.490960089,3.52E-06
0.69050002,2.13E-06,2.22E-05,0.003296876,0.616779926,3.33E-06
0.69100002,2.15E-06,2.44E-05,0.002236303,0.74000041,3.16E-06
0.69150002,2.20E-06,2.41E-05,0.001636756,0.832943963,3.05E-06
0.69200002,2.28E-06,2.32E-05,0.001142667,0.914452619,2.94E-06
0.69250002,2.40E-06,2.06E-05,0.000856421,0.954137103,2.87E-06
0.69300002,2.55E-06,1.79E-05,0.000617454,0.983971306,2.82E-06
0.69350002,2.78E-06,1.55E-05,0.000470435,0.993286512,2.81E-06
0.69400002,3.04E-06,1.33E-05,0.000345378,0.99854905,2.81E-06
0.69450002,3.40E-06,1.17E-05,0.000267528,0.998598077,2.84E-06
0.69500002,3.79E-06,1.03E-05,0.000200829,0.997876688,2.89E-06
0.69550002,4.33E-06,9.37E-06,0.000157545,0.997445951,2.97E-06
0.69600002,4.90E-06,8.55E-06,0.000120011,0.997196137,3.06E-06
0.69650002,5.59E-06,8.04E-06,9.55E-05,0.99779845,3.20E-06
0.69700002,6.28E-06,7.60E-06,7.41E-05,0.998523181,3.35E-06
0.69750002,6.86E-06,7.38E-06,5.96E-05,0.999203747,3.57E-06
0.69800002,7.35E-06,7.22E-06,4.68E-05,0.999802736,3.80E-06
0.69850002,7.34E-06,7.24E-06,3.81E-05,1,4.12E-06
0.69900002,7.17E-06,7.30E-06,3.03E-05,0.99996634,4.46E-06
0.69950002,6.55E-06,7.53E-06,2.48E-05,0.99902567,4.91E-06
0.70000002,5.85E-06,7.82E-06,2.00E-05,0.997880889,5.39E-06
0.70050002,5.10E-06,8.31E-06,1.66E-05,0.996699949,6.02E-06
0.70100002,4.36E-06,8.87E-06,1.35E-05,0.995449688,6.70E-06
0.70150002,3.76E-06,9.69E-06,1.13E-05,0.994143651,7.55E-06
0.70200002,3.20E-06,1.06E-05,9.29E-06,0.992797305,8.45E-06
0.70250002,2.79E-06,1.19E-05,7.82E-06,0.991399782,9.52E-06
0.70300002,2.42E-06,1.33E-05,6.50E-06,0.990047166,1.06E-05
0.70350002,2.15E-06,1.53E-05,5.52E-06,0.989092652,1.18E-05
0.70400002,1.90E-06,1.76E-05,4.63E-06,0.988259779,1.28E-05
0.70450002,1.72E-06,2.08E-05,3.96E-06,0.987829026,1.36E-05
0.70500002,1.56E-06,2.42E-05,3.35E-06,0.987453536,1.43E-05
0.70550002,1.44E-06,2.92E-05,2.88E-06,0.987046784,1.44E-05
0.70600002,1.33E-06,3.46E-05,2.46E-06,0.986632737,1.44E-05
0.70650002,1.25E-06,4.20E-05,2.13E-06,0.986217714,1.39E-05
0.70700002,1.18E-06,5.01E-05,1.83E-06,0.985799599,1.33E-05
0.70750002,1.14E-06,6.10E-05,1.59E-06,0.98537576,1.25E-05
0.70800002,1.09E-06,7.28E-05,1.38E-06,0.984951441,1.17E-05
0.70850002,1.07E-06,8.78E-05,1.21E-06,0.984548543,1.09E-05
0.70900002,1.05E-06,0.000104054,1.05E-06,0.984077795,1.01E-05
0.70950002,1.05E-06,0.000124522,9.26E-07,0.983191826,9.41E-06
0.71000002,1.05E-06,0.000146173,8.14E-07,0.982160116,8.78E-06
0.71050002,1.06E-06,0.000171487,7.21E-07,0.980694247,8.29E-06
0.71100002,1.08E-06,0.000197169,6.35E-07,0.979157319,7.83E-06
0.71150002,1.11E-06,0.000222024,5.67E-07,0.977669715,7.48E-06
0.71200002,1.15E-06,0.000243481,5.02E-07,0.97611178,7.16E-06
0.71250002,1.20E-06,0.000244782,4.50E-07,0.974087728,6.94E-06
0.71300002,1.25E-06,0.000239205,4.01E-07,0.972062767,6.74E-06
0.71350002,1.30E-06,0.000210257,3.61E-07,0.970500912,6.62E-06
0.71400002,1.36E-06,0.000177775,3.24E-07,0.968997247,6.53E-06
0.71450002,1.41E-06,0.000145552,2.93E-07,0.967402955,6.51E-06
0.71500002,1.45E-06,0.000114848,2.65E-07,0.965930784,6.51E-06
0.71550002,1.47E-06,9.28E-05,2.41E-07,0.965318464,6.56E-06
0.71600002,1.48E-06,7.32E-05,2.18E-07,0.96482608,6.64E-06
0.71650002,1.45E-06,6.05E-05,2.00E-07,0.964243931,6.79E-06
0.71700002,1.41E-06,4.95E-05,1.82E-07,0.96371271,6.96E-06
0.71750002,1.34E-06,4.22E-05,1.67E-07,0.963604716,7.20E-06
0.71800002,1.26E-06,3.59E-05,1.52E-07,0.963563248,7.46E-06
0.71850002,1.17E-06,3.16E-05,1.41E-07,0.963538404,7.81E-06
0.71900002,1.08E-06,2.79E-05,1.30E-07,0.963388396,8.18E-06
0.71950002,1.00E-06,2.54E-05,1.20E-07,0.962463953,8.65E-06
0.72000002,9.22E-07,2.32E-05,1.10E-07,0.961223186,9.15E-06
0.72050002,8.55E-07,2.18E-05,1.02E-07,0.958811851,9.78E-06
0.72100002,7.93E-07,2.05E-05,9.52E-08,0.956088723,1.05E-05
0.72150002,7.46E-07,1.98E-05,8.87E-08,0.952604029,1.13E-05
0.72200002,7.03E-07,1.92E-05,8.24E-08,0.948996057,1.21E-05
0.72250002,6.73E-07,1.90E-05,7.69E-08,0.945366516,1.33E-05
0.72300002,6.47E-07,1.89E-05,7.17E-08,0.941909725,1.44E-05
0.72350002,6.33E-07,1.92E-05,6.69E-08,0.939553189,1.59E-05
0.72400002,6.22E-07,1.97E-05,6.24E-08,0.937728436,1.74E-05
0.72450002,6.22E-07,2.05E-05,5.84E-08,0.938164366,1.93E-05
0.72500002,6.26E-07,2.16E-05,5.45E-08,0.93931712,2.13E-05
0.72550002,6.42E-07,2.31E-05,5.11E-08,0.94275297,2.39E-05
0.72600002,6.63E-07,2.48E-05,4.77E-08,0.945681087,2.66E-05
0.72650002,6.98E-07,2.71E-05,4.47E-08,0.943115426,3.00E-05
0.72700002,7.40E-07,2.96E-05,4.18E-08,0.935762674,3.36E-05
0.72750002,8.03E-07,3.29E-05,3.92E-08,0.903501273,3.80E-05
0.72800002,8.74E-07,3.64E-05,3.67E-08,0.860104544,4.28E-05
0.72850002,9.80E-07,4.05E-05,3.45E-08,0.770737123,4.89E-05
0.72900002,1.10E-06,4.47E-05,3.23E-08,0.670678028,5.53E-05
0.72950002,1.28E-06,4.88E-05,3.05E-08,0.547862311,6.32E-05
0.73000002,1.49E-06,5.25E-05,2.87E-08,0.42525074,7.17E-05
0.73050002,1.81E-06,5.47E-05,2.71E-08,0.325256253,8.22E-05
0.73100002,2.18E-06,5.62E-05,2.55E-08,0.233982103,9.35E-05
