Wavelength [um],Blue,Green,Red,Red Edge,NIR
0.73150002,2.80E-06,5.54E-05,2.42E-08,0.174348284,0.000107268
0.73200002,3.54E-06,5.39E-05,2.30E-08,0.122913317,0.000121938
0.73250002,4.84E-06,5.10E-05,2.20E-08,0.09135032,0.000139776
0.73300002,6.46E-06,4.79E-05,2.09E-08,0.064645531,0.000158661
0.73350002,9.61E-06,4.46E-05,2.01E-08,0.048680536,0.000181174
0.73400002,1.37E-05,4.13E-05,1.93E-08,0.035231961,0.000205012
0.73450002,2.27E-05,3.85E-05,1.86E-08,0.026918001,0.000233815
0.73500002,3.53E-05,3.58E-05,1.80E-08,0.01984038,0.000264189
0.73550002,6.67E-05,3.38E-05,1.75E-08,0.015423745,0.00029979
0.73600002,0.000110598,3.20E-05,1.71E-08,0.011638271,0.000337196
0.73650002,0.000216712,3.08E-05,1.68E-08,0.009169754,0.000381108
0.73700002,0.000364294,2.98E-05,1.65E-08,0.00702616,0.000427186
0.73750002,0.000712895,2.92E-05,1.64E-08,0.00561186,0.000480876
0.73800002,0.001018969,2.88E-05,1.63E-08,0.004375943,0.000537273
0.73850002,0.000865498,2.88E-05,1.62E-08,0.003533376,0.000603712
0.73900002,0.000633385,2.90E-05,1.62E-08,0.002790173,0.000673723
0.73950002,0.000358021,2.97E-05,1.63E-08,0.002278565,0.000757037
0.74000002,0.000107849,3.05E-05,1.65E-08,0.001824884,0.000844818
0.74050002,5.21E-05,3.18E-05,1.68E-08,0.001503646,0.000948738
0.74100002,2.90E-05,3.32E-05,1.71E-08,0.001216469,0.001058586
0.74150002,1.87E-05,3.52E-05,1.75E-08,0.001010211,0.001191477
0.74200002,1.10E-05,3.75E-05,1.80E-08,0.000824999,0.001332754
0.74250002,7.72E-06,4.05E-05,1.85E-08,0.000690226,0.001506075
0.74300002,5.28E-06,4.38E-05,1.92E-08,0.000568661,0.001690197
0.74350002,3.98E-06,4.80E-05,2.00E-08,0.000478915,0.001913254
0.74400002,2.94E-06,5.25E-05,2.08E-08,0.000397593,0.002151326
0.74450002,2.33E-06,5.82E-05,2.18E-08,0.00033685,0.002448838
0.74500002,1.83E-06,6.43E-05,2.28E-08,0.000281679,0.002768063
0.74550002,1.51E-06,7.18E-05,2.40E-08,0.000240545,0.003169719
0.74600002,1.25E-06,7.96E-05,2.53E-08,0.00020306,0.003602138
0.74650002,1.06E-06,8.87E-05,2.67E-08,0.000174188,0.004152815
0.74700002,9.03E-07,9.80E-05,2.82E-08,0.000147722,0.004746061
0.74750002,7.91E-07,0.000108186,2.99E-08,0.000127551,0.005498674
0.74800002,6.92E-07,0.000118304,3.16E-08,0.000109091,0.006312137
0.74850002,6.19E-07,0.000127645,3.36E-08,9.49E-05,0.007362495
0.74900002,5.52E-07,0.000136608,3.57E-08,8.19E-05,0.008505893
0.74950002,5.01E-07,0.000144194,3.80E-08,7.18E-05,0.010015764
0.75000002,4.54E-07,0.000151274,4.03E-08,6.24E-05,0.01165629
0.75050002,4.17E-07,0.000156681,4.30E-08,5.50E-05,0.013775899
0.75100002,3.83E-07,0.000161538,4.58E-08,4.82E-05,0.016091217
0.75150002,3.55E-07,0.000164664,4.90E-08,4.28E-05,0.019188654
0.75200002,3.28E-07,0.000167463,5.23E-08,3.78E-05,0.022579129
0.75250002,3.06E-07,0.000169975,5.62E-08,3.38E-05,0.027076812
0.75300002,2.85E-07,0.000172486,6.02E-08,3.01E-05,0.032035449
0.75350002,2.67E-07,0.000175326,6.50E-08,2.70E-05,0.038855718
0.75400002,2.51E-07,0.000178297,7.01E-08,2.42E-05,0.046400642
0.75450002,2.37E-07,0.00018184,7.61E-08,2.19E-05,0.056748376
0.75500002,2.25E-07,0.000185717,8.24E-08,1.97E-05,0.068214091
0.75550002,2.14E-07,0.000191232,8.97E-08,1.80E-05,0.084070962
0.75600002,2.05E-07,0.000197215,9.75E-08,1.63E-05,0.101636376
0.75650002,1.99E-07,0.000204666,1.07E-07,1.49E-05,0.125805633
0.75700002,1.93E-07,0.000212726,1.18E-07,1.35E-05,0.152633213
0.75750002,1.91E-07,0.000223353,1.29E-07,1.24E-05,0.189953454
0.75800002,1.89E-07,0.000234662,1.41E-07,1.14E-05,0.231017633
0.75850002,1.91E-07,0.000247982,1.55E-07,1.04E-05,0.285679145
0.75900002,1.93E-07,0.000262114,1.69E-07,9.57E-06,0.344794599
0.75950002,2.01E-07,0.000279674,1.86E-07,8.82E-06,0.419015473
0.76000002,2.10E-07,0.000298292,2.04E-07,8.11E-06,0.496874875
0.76050002,2.26E-07,0.000320527,2.26E-07,7.47E-06,0.583195214
0.76100002,2.44E-07,0.000343929,2.49E-07,6.86E-06,0.669914366
0.76150002,2.73E-07,0.000371502,2.80E-07,6.32E-06,0.751140639
0.76200002,3.08E-07,0.000400499,3.15E-07,5.80E-06,0.828329745
0.76250002,3.63E-07,0.000434883,3.67E-07,5.34E-06,0.885845314
0.76300002,4.26E-07,0.000471055,4.32E-07,4.90E-06,0.93670792
0.76350002,5.20E-07,0.000513857,5.57E-07,4.52E-06,0.965372323
0.76400002,6.16E-07,0.000558597,7.00E-07,4.14E-06,0.98813244
0.76450002,6.94E-07,0.000609856,9.04E-07,3.81E-06,0.995787389
0.76500002,7.47E-07,0.00066289,1.62E-06,3.49E-06,1
0.76550002,6.66E-07,0.000721669,5.53E-06,3.21E-06,0.997496563
0.76600002,5.60E-07,0.000781319,8.98E-06,2.94E-06,0.993658851
0.76650002,4.31E-07,0.000841899,6.45E-06,2.71E-06,0.988040922
0.76700002,3.07E-07,0.000900251,3.25E-06,2.49E-06,0.982280791
0.76750002,2.32E-07,0.000944773,1.71E-06,2.30E-06,0.97737235
0.76800002,1.69E-07,0.000982715,5.72E-07,2.12E-06,0.972918292
0.76850002,1.31E-07,0.000993682,3.11E-07,1.96E-06,0.970498916
0.76900002,1.00E-07,0.000993924,1.96E-07,1.81E-06,0.968549571
0.76950002,8.13E-08,0.000953504,1.37E-07,1.68E-06,0.967624559
0.77000002,6.51E-08,0.000903609,9.02E-08,1.55E-06,0.967072785
0.77050002,5.47E-08,0.000833578,6.72E-08,1.45E-06,0.968065962
0.77100002,4.57E-08,0.000759671,4.92E-08,1.35E-06,0.96938235
0.77150002,3.95E-08,0.000679893,3.86E-08,1.27E-06,0.971421166
0.77200002,3.41E-08,0.00060083,2.98E-08,1.19E-06,0.973548835
0.77250002,3.03E-08,0.000530415,2.43E-08,1.12E-06,0.975633043
0.77300002,2.68E-08,0.000463489,1.97E-08,1.06E-06,0.977634059
0.77350002,2.43E-08,0.000408507,1.65E-08,1.00E-06,0.979217892
0.77400002,2.20E-08,0.000357293,1.38E-08,9.52E-07,0.980673914
0.77450002,2.03E-08,0.000316862,1.19E-08,9.11E-07,0.981773598
0.77500002,1.87E-08,0.000279511,1.02E-08,8.72E-07,0.982689571
0.77550002,1.75E-08,0.000250085,9.00E-09,8.38E-07,0.982820628
0.77600002,1.63E-08,0.000222922,7.90E-09,8.05E-07,0.98270369
0.77650002,1.53E-08,0.00020159,7.10E-09,7.79E-07,0.981807555
0.77700002,1.43E-08,0.000181938,6.37E-09,7.54E-07,0.980737192
0.77750002,1.35E-08,0.000166669,5.83E-09,7.34E-07,0.979325674
0.77800002,1.26E-08,0.00015259,5.33E-09,7.15E-07,0.977804752
0.77850002,1.18E-08,0.000141359,4.95E-09,7.00E-07,0.975892589
0.77900002,1.11E-08,0.000130984,4.61E-09,6.86E-07,0.973941408
0.77950002,1.02E-08,0.00012295,4.35E-09,6.76E-07,0.972047595
0.78000002,9.41E-09,0.00011553,4.12E-09,6.67E-07,0.970202188
0.78050002,8.63E-09,0.000109495,3.94E-09,6.61E-07,0.968416369
0.78100002,7.86E-09,0.000103932,3.79E-09,6.55E-07,0.966669704
0.78150002,7.12E-09,9.98E-05,3.68E-09,6.52E-07,0.964925182
0.78200002,6.40E-09,9.61E-05,3.59E-09,6.51E-07,0.963259353
0.78250002,5.75E-09,9.32E-05,3.53E-09,6.51E-07,0.962005857
0.78300002,5.12E-09,9.06E-05,3.49E-09,6.51E-07,0.960887649
0.78350002,4.58E-09,8.91E-05,3.48E-09,6.54E-07,0.960176038
0.78400002,4.07E-09,8.80E-05,3.49E-09,6.57E-07,0.95952218
0.78450002,3.64E-09,8.73E-05,3.54E-09,6.62E-07,0.958814876
0.78500002,3.23E-09,8.69E-05,3.60E-09,6.68E-07,0.958168764
0.78550002,2.90E-09,8.73E-05,3.70E-09,6.76E-07,0.95795434
0.78600002,2.59E-09,8.79E-05,3.82E-09,6.83E-07,0.957799679
0.78650002,2.34E-09,8.94E-05,3.98E-09,6.93E-07,0.957588499
0.78700002,2.11E-09,9.11E-05,4.17E-09,7.02E-07,0.957437276
0.78750002,1.92E-09,9.33E-05,4.42E-09,7.12E-07,0.957713917
0.78800002,1.75E-09,9.57E-05,4.69E-09,7.22E-07,0.958062547
0.78850002,1.61E-09,9.96E-05,5.06E-09,7.33E-07,0.958420352
0.78900002,1.47E-09,0.000103833,5.46E-09,7.45E-07,0.958717834
0.78950002,1.37E-09,0.000108741,5.99E-09,7.57E-07,0.958580499
0.79000002,1.27E-09,0.00011401,6.58E-09,7.68E-07,0.958475286
0.79050002,1.19E-09,0.000120959,7.37E-09,7.80E-07,0.958886769
0.79100002,1.12E-09,0.000128348,8.25E-09,7.92E-07,0.959334141
0.79150002,1.06E-09,0.000136964,9.45E-09,8.03E-07,0.959374608
0.79200002,1.01E-09,0.00014609,1.08E-08,8.15E-07,0.959297673
0.79250002,9.68E-10,0.000157373,1.27E-08,8.26E-07,0.958837688
0.79300002,9.30E-10,0.00016929,1.50E-08,8.36E-07,0.958325531
0.79350002,9.02E-10,0.000183276,1.82E-08,8.47E-07,0.957843641
0.79400002,8.77E-10,0.000197878,2.20E-08,8.57E-07,0.957367257
0.79450002,8.61E-10,0.000214568,2.78E-08,8.64E-07,0.956887685
0.79500002,8.48E-10,0.000231793,3.48E-08,8.73E-07,0.956412228
0.79550002,8.45E-10,0.000250616,4.65E-08,8.85E-07,0.955966865
0.79600002,8.45E-10,0.000269584,6.07E-08,8.97E-07,0.955452312
0.79650002,8.50E-10,0.000288205,8.63E-08,9.05E-07,0.954482855
0.79700002,8.58E-10,0.00030638,1.18E-07,9.13E-07,0.953512316
0.79750002,8.75E-10,0.000322414,1.78E-07,9.20E-07,0.953011091
0.79800002,8.96E-10,0.000337384,2.44E-07,9.28E-07,0.952501136
0.79850002,9.24E-10,0.000348061,3.18E-07,9.40E-07,0.951521557
0.79900002,9.57E-10,0.00035718,3.80E-07,9.52E-07,0.950448065
0.79950002,1.01E-09,0.000360951,3.52E-07,9.64E-07,0.949366749
0.80000002,1.07E-09,0.000363143,3.08E-07,9.76E-07,0.94822262
0.80050002,1.14E-09,0.000360843,2.51E-07,9.92E-07,0.946958635
0.80100003,1.22E-09,0.000357424,1.95E-07,1.01E-06,0.945698109
0.80150003,1.33E-09,0.000351461,1.62E-07,1.03E-06,0.944845473
0.80200003,1.45E-09,0.000344951,1.33E-07,1.05E-06,0.943959942
0.80250003,1.62E-09,0.000337438,1.16E-07,1.07E-06,0.942579387
0.80300003,1.81E-09,0.000329881,1.01E-07,1.10E-06,0.941187378
0.80350003,2.07E-09,0.000322914,9.28E-08,1.13E-06,0.940264588
0.80400003,2.37E-09,0.000316273,8.56E-08,1.17E-06,0.939336446
0.80450003,2.83E-09,0.000310979,8.14E-08,1.21E-06,0.937930781
0.80500003,3.36E-09,0.000306107,7.81E-08,1.26E-06,0.936519495
0.80550003,4.22E-09,0.000302475,7.69E-08,1.32E-06,0.935553456
0.80600003,5.22E-09,0.000299338,7.63E-08,1.38E-06,0.934653825
0.80650003,6.78E-09,0.000298044,7.73E-08,1.45E-06,0.933725838
0.80700003,9.38E-09,0.000297236,7.90E-08,1.53E-06,0.932797118
0.80750003,1.79E-08,0.000297655,8.25E-08,1.63E-06,0.931876587
0.80800003,2.18E-08,0.000298431,8.66E-08,1.73E-06,0.930966467
0.80850003,5.74E-08,0.000300253,9.27E-08,1.87E-06,0.930072882
0.80900003,9.29E-08,0.000302235,9.95E-08,2.01E-06,0.929197222
0.80950003,1.04E-06,0.000304212,1.09E-07,2.19E-06,0.928326255
0.81000003,1.85E-06,0.000306045,1.20E-07,2.39E-06,0.927566315
0.81050003,1.02E-06,0.000306947,1.35E-07,2.64E-06,0.927285677
0.81100003,7.81E-08,0.000307315,1.52E-07,2.90E-06,0.927115177
0.81150003,5.05E-08,0.000305195,1.76E-07,3.24E-06,0.926948849
0.81200003,2.30E-08,0.000302189,2.02E-07,3.62E-06,0.926799905
0.81250003,2.01E-08,0.000295986,2.40E-07,4.10E-06,0.926666897
0.81300003,1.14E-08,0.000288799,2.84E-07,4.63E-06,0.926543373
0.81350003,8.79E-09,0.000278441,3.47E-07,5.32E-06,0.92642545
0.81400003,7.20E-09,0.000267231,4.19E-07,6.07E-06,0.926310734
0.81450003,6.13E-09,0.0002536,5.27E-07,7.05E-06,0.926197543
0.81500003,5.20E-09,0.000239485,6.51E-07,8.12E-06,0.926084334
0.81550003,4.62E-09,0.000224481,8.40E-07,9.49E-06,0.925969888
0.81600003,4.13E-09,0.000209427,1.06E-06,1.10E-05,0.925852525
0.81650003,3.81E-09,0.000194686,1.40E-06,1.28E-05,0.925730701
0.81700003,3.53E-09,0.000180234,1.78E-06,1.46E-05,0.925601285
0.81750003,3.35E-09,0.000167063,2.35E-06,1.66E-05,0.925458812
0.81800003,3.20E-09,0.000154405,2.97E-06,1.85E-05,0.925304499
0.81850003,3.11E-09,0.000143507,3.79E-06,2.01E-05,0.92515399
0.81900003,3.05E-09,0.000133143,4.66E-06,2.14E-05,0.924907425
0.81950003,3.04E-09,0.000124236,5.63E-06,2.19E-05,0.924199618
0.82000003,3.04E-09,0.000115762,6.62E-06,2.20E-05,0.923357201
0.82050003,3.10E-09,0.000108456,7.69E-06,2.13E-05,0.922467652
0.82100003,3.18E-09,0.000101588,8.81E-06,2.03E-05,0.921443396
0.82150003,3.31E-09,9.62E-05,1.03E-05,1.88E-05,0.919958285
0.82200003,3.47E-09,9.12E-05,1.20E-05,1.73E-05,0.918382989
0.82250003,3.71E-09,8.69E-05,1.47E-05,1.57E-05,0.916838211
0.82300003,3.98E-09,8.28E-05,1.81E-05,1.41E-05,0.915227877
0.82350003,4.38E-09,7.94E-05,2.45E-05,1.27E-05,0.913233293
0.82400003,4.82E-09,7.63E-05,3.30E-05,1.14E-05,0.91111055
0.82450003,5.46E-09,7.39E-05,5.14E-05,1.02E-05,0.908583432
0.82500003,6.20E-09,7.16E-05,6.89E-05,9.10E-06,0.90606006
0.82550003,7.31E-09,6.99E-05,7.07E-05,8.19E-06,0.903963104
0.82600003,8.61E-09,6.82E-05,6.74E-05,7.34E-06,0.901922974
0.82650003,1.08E-08,6.68E-05,4.80E-05,6.64E-06,0.899823294
0.82700003,1.34E-08,6.55E-05,2.78E-05,5.98E-06,0.897773545
0.82750003,1.81E-08,6.47E-05,1.90E-05,5.45E-06,0.896117489
0.82800003,2.44E-08,6.40E-05,1.26E-05,4.95E-06,0.894502982
0.82850003,3.84E-08,6.35E-05,9.45E-06,4.54E-06,0.892815172
0.82900003,6.03E-08,6.30E-05,6.99E-06,4.16E-06,0.891146638
0.82950003,1.27E-07,6.28E-05,5.62E-06,3.85E-06,0.889803209
0.83000003,3.35E-07,6.27E-05,4.50E-06,3.57E-06,0.888500786
0.83050003,1.39E-06,6.25E-05,3.81E-06,3.33E-06,0.887447189
0.83100003,2.28E-06,6.23E-05,3.21E-06,3.12E-06,0.886427433
0.83150003,1.26E-06,6.24E-05,2.82E-06,2.94E-06,0.885696506
0.83200003,1.18E-07,6.25E-05,2.48E-06,2.77E-06,0.885046318
0.83250003,1.03E-09,6.29E-05,2.24E-06,2.63E-06,0.884765931
0.83300003,3.88E-08,6.33E-05,2.02E-06,2.51E-06,0.884457265
0.83350003,3.23E-08,6.37E-05,1.86E-06,2.40E-06,0.883687339
0.83400003,1.98E-08,6.41E-05,1.71E-06,2.30E-06,0.882910846
0.83450003,1.54E-08,6.47E-05,1.60E-06,2.22E-06,0.882593817
0.83500003,1.24E-08,6.54E-05,1.50E-06,2.14E-06,0.882217681
0.83550003,1.05E-08,6.63E-05,1.41E-06,2.07E-06,0.881052053
0.83600003,8.81E-09,6.73E-05,1.32E-06,2.00E-06,0.87971293
0.83650003,7.76E-09,6.82E-05,1.26E-06,1.94E-06,0.878087587
0.83700003,6.85E-09,6.91E-05,1.19E-06,1.87E-06,0.876297673
0.83750003,6.21E-09,7.05E-05,1.13E-06,1.81E-06,0.873776388
0.83800003,5.64E-09,7.21E-05,1.07E-06,1.74E-06,0.871089722
0.83850003,5.24E-09,7.40E-05,1.02E-06,1.67E-06,0.868112005
0.83900003,4.89E-09,7.61E-05,9.76E-07,1.61E-06,0.864958284
0.83950003,4.64E-09,7.83E-05,9.32E-07,1.53E-06,0.861044391
0.84000003,4.42E-09,8.06E-05,8.89E-07,1.45E-06,0.856982307
0.84050003,4.27E-09,8.33E-05,8.56E-07,1.37E-06,0.852880936
0.84100003,4.14E-09,8.61E-05,8.25E-07,1.29E-06,0.848856769
0.84150003,4.06E-09,8.96E-05,7.96E-07,1.21E-06,0.845494631
0.84200003,4.00E-09,9.32E-05,7.69E-07,1.13E-06,0.842381144
0.84250003,3.98E-09,9.72E-05,7.51E-07,1.05E-06,0.840238274
0.84300003,3.98E-09,0.000101268,7.34E-07,9.79E-07,0.83845373
0.84350003,4.02E-09,0.000105494,7.24E-07,9.09E-07,0.838009622
0.84400003,4.07E-09,0.000109756,7.17E-07,8.41E-07,0.837923474
0.84450003,4.16E-09,0.000114216,7.16E-07,7.81E-07,0.838822854
0.84500003,4.26E-09,0.000118654,7.18E-07,7.24E-07,0.839901214
0.84550003,4.41E-09,0.000122899,7.27E-07,6.75E-07,0.841196586
0.84600003,4.57E-09,0.000126888,7.40E-07,6.28E-07,0.841809861
0.84650003,4.78E-09,0.000129592,7.65E-07,5.88E-07,0.837962878
0.84700003,5.01E-09,0.000131822,7.95E-07,5.50E-07,0.831824062
0.84750003,5.31E-09,0.000132422,8.38E-07,5.18E-07,0.815583358
0.84800003,5.63E-09,0.00013247,8.85E-07,4.88E-07,0.794979284
0.84850003,6.02E-09,0.000130683,9.51E-07,4.62E-07,0.75653632
0.84900003,6.44E-09,0.000128397,1.03E-06,4.39E-07,0.712419837
0.84950003,7.02E-09,0.000124743,1.14E-06,4.19E-07,0.649424061
0.85000003,7.64E-09,0.000120731,1.26E-06,4.00E-07,0.582320655
0.85050003,8.35E-09,0.000115728,1.44E-06,3.85E-07,0.506744549
0.85100003,9.12E-09,0.000110571,1.65E-06,3.71E-07,0.431079571
0.85150003,1.01E-08,0.000105298,1.97E-06,3.59E-07,0.36159656
0.85200003,1.13E-08,0.000100032,2.34E-06,3.49E-07,0.295391685
0.85250003,1.27E-08,9.48E-05,2.96E-06,3.40E-07,0.242134756
0.85300003,1.42E-08,8.96E-05,3.70E-06,3.33E-07,0.193090307
0.85350003,1.62E-08,8.52E-05,5.02E-06,3.26E-07,0.156562841
0.85400003,1.84E-08,8.09E-05,6.68E-06,3.20E-07,0.123655032
0.85450003,2.13E-08,7.70E-05,9.95E-06,3.15E-07,0.100349389
0.85500003,2.46E-08,7.33E-05,1.35E-05,3.10E-07,0.0795933
0.85550003,2.89E-08,7.02E-05,1.76E-05,3.06E-07,0.064888859
0.85600003,3.38E-08,6.73E-05,2.08E-05,3.02E-07,0.051790958
0.85650003,4.06E-08,6.50E-05,1.78E-05,2.98E-07,0.042504
0.85700003,4.81E-08,6.28E-05,1.39E-05,2.94E-07,0.034220507
0.85750003,5.90E-08,6.08E-05,1.04E-05,2.90E-07,0.028283303
0.85800003,7.12E-08,5.89E-05,7.14E-06,2.85E-07,0.022972446
0.85850003,8.91E-08,5.74E-05,5.44E-06,2.80E-07,0.019154076
0.85900003,1.09E-07,5.61E-05,4.09E-06,2.74E-07,0.015726774
0.85950003,1.41E-07,5.51E-05,3.32E-06,2.67E-07,0.013201307
0.86000003,1.77E-07,5.42E-05,2.68E-06,2.59E-07,0.010921648
0.86050003,2.35E-07,5.35E-05,2.29E-06,2.51E-07,0.009240725
0.86100003,3.03E-07,5.28E-05,1.96E-06,2.42E-07,0.007718974
0.86150003,4.18E-07,5.24E-05,1.74E-06,2.33E-07,0.006569817
0.86200003,5.55E-07,5.20E-05,1.54E-06,2.23E-07,0.005523599
0.86250003,8.02E-07,5.17E-05,1.42E-06,2.13E-07,0.004731936
0.86300003,1.11E-06,5.16E-05,1.31E-06,2.03E-07,0.004009329
0.86350003,1.69E-06,5.18E-05,1.23E-06,1.93E-07,0.003452526
0.86400003,2.43E-06,5.21E-05,1.16E-06,1.83E-07,0.002942087
0.86450003,3.99E-06,5.28E-05,1.12E-06,1.75E-07,0.002547483
0.86500003,6.09E-06,5.36E-05,1.09E-06,1.66E-07,0.002184514
0.86550003,1.09E-05,5.47E-05,1.07E-06,1.58E-07,0.00189749
0.86600003,1.81E-05,5.59E-05,1.06E-06,1.50E-07,0.001632837
0.86650003,3.80E-05,5.77E-05,1.07E-06,1.43E-07,0.001427568
0.86700003,6.16E-05,5.96E-05,1.08E-06,1.36E-07,0.00123834
0.86750003,9.69E-05,6.24E-05,1.10E-06,1.30E-07,0.001086808
0.86800003,0.000125528,6.55E-05,1.13E-06,1.25E-07,0.000945846
0.86850003,0.000102058,6.97E-05,1.18E-06,1.20E-07,0.000830803
0.86900003,7.19E-05,7.44E-05,1.23E-06,1.15E-07,0.000723788
0.86950003,5.06E-05,8.10E-05,1.31E-06,1.12E-07,0.000639135
0.87000003,3.22E-05,8.85E-05,1.39E-06,1.08E-07,0.000560532
0.87050003,2.29E-05,9.92E-05,1.50E-06,1.05E-07,0.000496097
0.87100003,1.56E-05,0.000111509,1.63E-06,1.02E-07,0.000435919
0.87150003,1.17E-05,0.000130231,1.79E-06,1.01E-07,0.000387007
0.87200003,8.48E-06,0.000152023,1.98E-06,9.90E-08,0.000341394
0.87250003,6.61E-06,0.000187629,2.22E-06,9.80E-08,0.000304094
0.87300003,5.06E-06,0.000230305,2.49E-06,9.70E-08,0.000269211
0.87350003,4.11E-06,0.000305519,2.86E-06,9.66E-08,0.000240273
0.87400003,3.31E-06,0.000397225,3.26E-06,9.63E-08,0.000213175
0.87450003,2.79E-06,0.00056352,3.84E-06,9.71E-08,0.000190939
0.87500003,2.34E-06,0.00072682,4.48E-06,9.81E-08,0.000170103
0.87550003,2.04E-06,0.000804274,5.39E-06,9.94E-08,0.000152609
0.87600003,1.78E-06,0.000833825,6.43E-06,1.01E-07,0.000136175
0.87650003,1.59E-06,0.000650037,8.02E-06,1.04E-07,0.000122575
0.87700003,1.42E-06,0.000446428,9.84E-06,1.06E-07,0.000109788
0.87750003,1.31E-06,0.000320187,1.27E-05,1.10E-07,9.89E-05
0.87800003,1.20E-06,0.000214954,1.60E-05,1.14E-07,8.87E-05
0.87850003,1.13E-06,0.00016044,2.14E-05,1.19E-07,8.05E-05
0.87900003,1.07E-06,0.000117129,2.78E-05,1.25E-07,7.28E-05
0.87950003,1.03E-06,9.25E-05,3.87E-05,1.31E-07,6.59E-05
0.88000003,9.87E-07,7.22E-05,5.19E-05,1.39E-07,5.94E-05
0.88050003,9.66E-07,5.97E-05,7.48E-05,1.48E-07,5.40E-05
0.88100003,9.49E-07,4.90E-05,0.000101304,1.58E-07,4.89E-05
0.88150003,9.43E-07,4.19E-05,0.000141269,1.71E-07,4.46E-05
0.88200003,9.40E-07,3.57E-05,0.000181165,1.85E-07,4.05E-05
0.88250003,9.51E-07,3.14E-05,0.000208608,2.02E-07,3.71E-05
0.88300003,9.65E-07,2.75E-05,0.000228466,2.20E-07,3.38E-05
0.88350003,9.91E-07,2.46E-05,0.000213804,2.44E-07,3.09E-05
0.88400003,1.02E-06,2.20E-05,0.000192735,2.70E-07,2.83E-05
0.88450003,1.06E-06,2.00E-05,0.000164842,3.03E-07,2.60E-05
0.88500003,1.11E-06,1.81E-05,0.000136992,3.38E-07,2.38E-05
0.88550003,1.17E-06,1.65E-05,0.000115127,3.85E-07,2.20E-05
0.88600003,1.23E-06,1.51E-05,9.51E-05,4.35E-07,2.02E-05
0.88650003,1.31E-06,1.37E-05,8.03E-05,5.03E-07,1.87E-05
0.88700003,1.40E-06,1.24E-05,6.69E-05,5.76E-07,1.72E-05
0.88750003,1.50E-06,1.12E-05,5.67E-05,6.71E-07,1.59E-05
0.88800003,1.61E-06,1.00E-05,4.75E-05,7.74E-07,1.47E-05
0.88850003,1.73E-06,8.92E-06,4.07E-05,9.12E-07,1.37E-05
0.88900003,1.85E-06,7.84E-06,3.45E-05,1.06E-06,1.27E-05
0.88950003,1.99E-06,6.84E-06,2.99E-05,1.26E-06,1.18E-05
0.89000003,2.12E-06,5.88E-06,2.58E-05,1.47E-06,1.10E-05
0.89050003,2.26E-06,5.06E-06,2.27E-05,1.72E-06,1.03E-05
0.89100003,2.39E-06,4.29E-06,1.99E-05,1.99E-06,9.58E-06
0.89150003,2.51E-06,3.65E-06,1.78E-05,2.30E-06,9.00E-06
0.89200003,2.61E-06,3.05E-06,1.59E-05,2.61E-06,8.45E-06
0.89250003,2.70E-06,2.58E-06,1.45E-05,2.93E-06,7.94E-06
0.89300003,2.77E-06,2.16E-06,1.32E-05,3.25E-06,7.45E-06
0.89350003,2.81E-06,1.82E-06,1.22E-05,3.54E-06,7.01E-06
0.89400003,2.85E-06,1.52E-06,1.13E-05,3.83E-06,6.59E-06
0.89450003,2.86E-06,1.29E-06,1.07E-05,4.10E-06,6.23E-06
0.89500003,2.86E-06,1.08E-06,1.01E-05,4.37E-06,5.88E-06
0.89550003,2.85E-06,9.26E-07,9.71E-06,4.66E-06,5.57E-06
0.89600003,2.84E-06,7.83E-07,9.38E-06,4.96E-06,5.27E-06
0.89650003,2.83E-06,6.74E-07,9.17E-06,5.34E-06,5.00E-06
0.89700003,2.82E-06,5.74E-07,9.00E-06,5.75E-06,4.74E-06
0.89750003,2.81E-06,4.98E-07,8.94E-06,6.28E-06,4.51E-06
0.89800003,2.82E-06,4.28E-07,8.93E-06,6.85E-06,4.29E-06
0.89850003,2.83E-06,3.74E-07,9.05E-06,7.61E-06,4.09E-06
0.89900003,2.86E-06,3.24E-07,9.22E-06,8.39E-06,3.90E-06
0.89950003,2.90E-06,2.85E-07,9.54E-06,9.13E-06,3.72E-06
0.90000003,2.94E-06,2.50E-07,9.90E-06,9.76E-06,3.56E-06